Tiempo 0 : 1486.835003
Tiempo 1 : 1735.891819
Tiempo 2 : 1554.165125
Tiempo 3 : 1460.529089
Tiempo 4 : 1703.386068
Tiempo medio: 1588.1614208
Tiempo 0 : 1662.122965
Tiempo 1 : 1519.921064
Tiempo 2 : 1471.662998
Tiempo 3 : 1609.761953
Tiempo 4 : 1878.703833
Tiempo medio: 1628.4345626
