Tiempo 0 : 3760.000000
Tiempo 1 : 3780.000000
Tiempo 2 : 3780.000000
Tiempo 3 : 3780.000000
Tiempo 4 : 3760.000000
Tiempo medio: 3772
Tiempo 0 , 3760.000000
Tiempo 1 , 3780.000000
Tiempo 2 , 3780.000000
Tiempo 3 , 3780.000000
Tiempo 4 , 3760.000000
Tiempo medio, 3772
