Tiempo 0 : 60140.000000
Tiempo 1 : 60180.000000
Tiempo 2 : 60310.000000
Tiempo 3 : 60270.000000
Tiempo 4 : 60070.000000
Tiempo medio: 60194
Tiempo 0 , 60140.000000
Tiempo 1 , 60180.000000
Tiempo 2 , 60310.000000
Tiempo 3 , 60270.000000
Tiempo 4 , 60070.000000
Tiempo medio, 60194
