Tiempo 0 : 940.000000
Tiempo 1 : 940.000000
Tiempo 2 : 940.000000
Tiempo 3 : 950.000000
Tiempo 4 : 940.000000
Tiempo medio: 942
Tiempo 0 , 940.000000
Tiempo 1 , 940.000000
Tiempo 2 , 940.000000
Tiempo 3 , 950.000000
Tiempo 4 , 940.000000
Tiempo medio, 942
