Tiempo 0 : 15060.000000
Tiempo 1 : 15070.000000
Tiempo 2 : 15080.000000
Tiempo 3 : 15060.000000
Tiempo 4 : 15080.000000
Tiempo medio: 15070
Tiempo 0 , 15060.000000
Tiempo 1 , 15070.000000
Tiempo 2 , 15080.000000
Tiempo 3 , 15060.000000
Tiempo 4 , 15080.000000
Tiempo medio, 15070
